Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"['Bozo Johnson failed to mention that the government was expecting adverse reactions to the vaccine, so they were seeking software companies to tender.', 'Bozo Johnson failed to mention that the government was expecting adverse reactions to the vaccine, so they were looking for software companies to tender.', ""Bozo Johnson didn't mention that the government was expecting adverse reactions to the vaccine, so they were seeking software companies to tender."", ""Bozo Johnson didn't mention that the government was expecting adverse reactions to the vaccine, so they were looking for software companies to tender.""]",0,0,0,0,1,0,0,0,1,0,0,0
"['For 78yr old, Covid is close to as risky as a round of Russian roulette, so a vaccine could be worthwhile, but not for healthy 20-50yr olds.', 'For 78yr olds, Covid is close to as risky as a round of Russian roulette, so a vaccine could be worthwhile, but not for healthy 20-50yr olds.', 'For 78yr olds, Covid is close to as risky as a round of Russian roulette, so a vaccine could be worthwhile.', 'For 78yr olds, Covid is close to as risky as a round of Russian roulette, so a vaccine could be worth it.']",0,0,0,0,1,0,0,0,1,0,0,0
"['The sooner you realize that we are controlled by globalists who have no agenda but to depopulate the world, the better.', 'The sooner you realize that we are controlled by globalists who have no agenda but to destroy the world, the better.', 'The sooner you realize that we are controlled by globalists who have no agenda but to depopulate the world, the sooner you will realize that.', 'The sooner you realize that we are controlled by globalists who have no agenda but to depopulate the world, the sooner you will realize that we are in danger.']",0,0,0,1,1,0,0,0,0,0,0,0
"['I am starting to think that the elderly should not have a vaccine. I hope they see a good doctor and give him a good shot.', 'I think the elderly should not have a vaccine, I hope they see a good doctor.', 'I am starting to think that the elderly should not have a vaccine. I hope they see a good doctor.', 'I think the elderly should not have a vaccine, I hope they see a good doctor and get a good shot.']",0,0,0,0,0,0,0,0,0,0,0,1
"[""I am scared to come to Texas because I can't really look at the health."", ""I am scared to come to Texas because I can't look at the health."", ""I'm scared to come to Texas because I can't really see the health of the people there."", ""I'm scared to come to Texas because I can't really see the health.""]",0,0,0,0,0,0,0,0,0,0,0,1
"['Johnson got a single shot vaccine, Fohr, Fohr, Fohr.', 'Now Johnson got a single shot vaccine, Fohr, Fohr, Fohr.', 'Johnson got a single shot vaccine.', 'Now Johnson got a single shot vaccine.']",0,0,0,0,0,0,0,0,0,0,0,1
"['The family went to the Disney world for spring break.', 'A woman pointed out that an ad for a family went to Disney World for spring break.', 'A woman pointed out that an ad for a family went to Disney for spring break.', 'A woman pointed out that an ad for a family went to Disney World.']",0,0,0,0,0,0,0,0,0,0,0,1
"[""I gettin the Covid Vaccine, but I can't get it without a prescription."", ""I gettin the Covid Vaccine but I can't get it without a prescription."", ""I gettin the Covid Vaccine, but I can't get it without a prescription, so this is why."", 'I gettin the Covid Vaccine, but I cannot get it without a prescription.']",0,0,0,0,0,0,0,0,0,0,0,1
"[""I don't care who holds the vaccine, I'm never having it from Pfizer."", ""I'm never having the Pfizer vaccine and I don't care who holds the needle."", ""I'm never having the Pfizer vaccine, I don't care who holds the needle."", ""I'm never having the Pfizer vaccine, I don't care who holds the needle, I'm never having it.""]",0,0,0,0,0,0,0,0,0,0,0,1
"[""I would rather they didn't get vaccinations."", ""I would rather they didn't get vaccine."", 'I would rather they not get vaccinations.', ""I'd rather they not get vaccinations.""]",0,0,0,0,0,0,0,0,0,0,0,1
"['You will be protected, so leave the rest of us alone.', 'You will be protected, leave the rest of us alone.', 'You will be protected, but leave the rest of us alone.', 'You will be protected, you get it. Leave the rest of us alone.']",0,0,0,0,0,0,0,0,0,0,0,1
"[""If you don't start questioning at this point, you are either dumb or reckless."", ""If you don't start questioning at this point, you're either dumb or reckless."", ""If you don't start questioning at this point, then you are either dumb or reckless."", ""If you don't, then I'm sorry to say, you are either dumb or reckless.""]",0,0,0,0,0,0,0,0,0,0,0,1
"[""It's convenient that Boris Johnson gets the 2nd vaccine within the 12-28 day vaccine manufacturers guidelines."", 'Boris Johnson gets the same manufacturers 2nd vaccine as he gets the first one, which is convenient.', ""Boris Johnson gets the same manufacturers 2nd vaccine as he gets the first one, that's convenient."", ""It's convenient that Boris Johnson gets the 2nd vaccine within the guidelines of the vaccine manufacturers.""]",0,0,0,0,0,0,0,0,0,0,0,1
"[""You're mistaken if you think people will wait for a vaccine."", ""If you see two people waiting, you're wrong to think they'll wait for a vaccine."", ""If you see two people waiting, you're wrong to think that they will wait for a vaccine."", ""If you see two people waiting, you're wrong to think that they'll wait for a vaccine.""]",0,0,0,0,0,0,0,0,0,0,0,1
"[""Johnson & Johnson's newly-approved Covid vaccine met with pushback as the Catholic Diocese condemns it for being tied to abortion cells."", ""Johnson & Johnson's newly-approved Covid vaccine met with pushback as the Catholic diocese condemns it for being tied to abortion cells."", ""Johnson & Johnson's newly-approved Covid vaccine met with pushback as the Catholic Diocese condemns it for being linked to abortion cells."", ""Johnson & Johnson's newly-approved Covid vaccine met with pushback as the Catholic diocese condemns it for being linked to abortion cells.""]",0,0,0,0,0,0,0,0,0,0,0,1
"['Nobody gives a fuck if you get the vaccine.', 'Nobody gives afuck if you get the vaccine.', 'If you get the vaccine, nobody will give you a fuck.', 'If you get the vaccine, nobody will give you a Fuck.']",0,0,0,0,0,0,0,0,0,0,0,1
"['They need to shame women for not wanting to vaccine their children.', 'They need to shame women for not wanting to vaccine their kids.', 'They need to shame women for not wanting to be vaccine free.', 'They need to shame women for not wanting to bevaccinated.']",0,0,0,0,0,0,0,0,0,0,0,1
"[""I don't have enough information to say if he is getting the vaccine or not."", ""I don't know if he's getting the vaccine in this picture or if he already received it in private to make sure there was no reaction."", ""I don't know if he's getting the vaccine in this picture or if he already received it in private."", ""I don't know if he's getting the vaccine in this picture or if he already received it in private to make sure there wasn't a reaction.""]",0,0,0,0,0,0,0,0,0,0,0,1
"[""Most of my coworkers didn't want the vaccine because they didn't like the hook line."", ""Most of my coworkers didn't want the vaccine, but she is one who buys into all the COVID propaganda."", ""Most of my coworkers didn't want the vaccine because they didn't like the propaganda."", ""Most of my coworkers didn't want the vaccine, but she is one who buys into all the propaganda.""]",0,0,0,0,0,0,0,0,0,0,0,1
"['He stands and says that he is not getting the vaccine.', ""He looks at his family alone in the house, and he says that it's all about being a girl."", 'He stands and says that he is not getting the vaccine and that he is just being a girl.', 'He stands and says that he is not getting the vaccine and that it is just being a girl.']",0,0,0,0,0,0,0,0,0,0,0,1
"[""This was the message at least for a couple of days, but I'm not sure if it's true."", ""This was the message at least for a couple of days, but I'm not sure if it really was."", ""I'm not getting the vaccine because the needle hurts, but I'm not sure if it's true."", ""I'm not getting the vaccine because the needle hurts, but I'm not sure if it really is.""]",0,0,0,0,0,0,0,0,0,0,0,1
